集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2022,19,山梨県,Q,複合サービス事業,～19歳,-,-,-
2022,19,山梨県,Q,複合サービス事業,20～24歳,19.93,28.26,267.42
2022,19,山梨県,Q,複合サービス事業,25～29歳,20.18,37.52,279.68
2022,19,山梨県,Q,複合サービス事業,30～34歳,24.9,42.72,341.52
2022,19,山梨県,Q,複合サービス事業,35～39歳,27.63,70.05,401.61
2022,19,山梨県,Q,複合サービス事業,40～44歳,28.69,53.57,397.85
2022,19,山梨県,Q,複合サービス事業,45～49歳,33.47,79.36,481
2022,19,山梨県,Q,複合サービス事業,50～54歳,35.59,81.16,508.24
2022,19,山梨県,Q,複合サービス事業,55～59歳,33.76,72.08,477.2
2022,19,山梨県,Q,複合サービス事業,60～64歳,20.5,31.74,277.74
2022,19,山梨県,Q,複合サービス事業,65～69歳,15.77,2.17,191.41
2022,19,山梨県,Q,複合サービス事業,70歳～,-,-,-
2022,19,山梨県,R,サービス業（他に分類されないもの）,年齢計,24.41,34.53,327.45
2022,19,山梨県,R,サービス業（他に分類されないもの）,～19歳,20.36,0,244.32
2022,19,山梨県,R,サービス業（他に分類されないもの）,20～24歳,20.48,23.73,269.49
2022,19,山梨県,R,サービス業（他に分類されないもの）,25～29歳,21.35,21.86,278.06
2022,19,山梨県,R,サービス業（他に分類されないもの）,30～34歳,23.22,30.09,308.73
2022,19,山梨県,R,サービス業（他に分類されないもの）,35～39歳,25.39,43.68,348.36
2022,19,山梨県,R,サービス業（他に分類されないもの）,40～44歳,26.03,41.61,353.97
2022,19,山梨県,R,サービス業（他に分類されないもの）,45～49歳,26.12,43.83,357.27
2022,19,山梨県,R,サービス業（他に分類されないもの）,50～54歳,25.33,35.89,339.85
2022,19,山梨県,R,サービス業（他に分類されないもの）,55～59歳,28.16,53.55,391.47
2022,19,山梨県,R,サービス業（他に分類されないもの）,60～64歳,23,22.22,298.22
2022,19,山梨県,R,サービス業（他に分類されないもの）,65～69歳,20.38,9.1,253.66
2022,19,山梨県,R,サービス業（他に分類されないもの）,70歳～,20.16,16.22,258.14
2022,20,長野県,C,鉱業，採石業，砂利採取業,年齢計,27.52,45.3,375.54
2022,20,長野県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2022,20,長野県,C,鉱業，採石業，砂利採取業,20～24歳,22.43,7.63,276.79
2022,20,長野県,C,鉱業，採石業，砂利採取業,25～29歳,24.54,39.51,333.99
2022,20,長野県,C,鉱業，採石業，砂利採取業,30～34歳,25.61,48.22,355.54
2022,20,長野県,C,鉱業，採石業，砂利採取業,35～39歳,24.79,22.28,319.76
2022,20,長野県,C,鉱業，採石業，砂利採取業,40～44歳,30.97,47.1,418.74
2022,20,長野県,C,鉱業，採石業，砂利採取業,45～49歳,28.95,53.86,401.26
2022,20,長野県,C,鉱業，採石業，砂利採取業,50～54歳,32.52,78.88,469.12
2022,20,長野県,C,鉱業，採石業，砂利採取業,55～59歳,28.69,49.68,393.96
2022,20,長野県,C,鉱業，採石業，砂利採取業,60～64歳,29.73,49.23,405.99
2022,20,長野県,C,鉱業，採石業，砂利採取業,65～69歳,25.86,51.05,361.37
2022,20,長野県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2022,20,長野県,D,建設業,年齢計,31.92,64.28,447.32
2022,20,長野県,D,建設業,～19歳,23.87,15,301.44
2022,20,長野県,D,建設業,20～24歳,24.42,46.05,339.09
2022,20,長野県,D,建設業,25～29歳,25.1,55.87,357.07
2022,20,長野県,D,建設業,30～34歳,25.05,40.33,340.93
2022,20,長野県,D,建設業,35～39歳,32.34,66.04,454.12
2022,20,長野県,D,建設業,40～44歳,33.21,97.26,495.78
2022,20,長野県,D,建設業,45～49歳,37.08,79.8,524.76
2022,20,長野県,D,建設業,50～54歳,34.09,86.28,495.36
2022,20,長野県,D,建設業,55～59歳,35.26,67.32,490.44
2022,20,長野県,D,建設業,60～64歳,31.36,52.27,428.59
2022,20,長野県,D,建設業,65～69歳,28.03,34.34,370.7
2022,20,長野県,D,建設業,70歳～,28.67,32.33,376.37
2022,20,長野県,E,製造業,年齢計,28.02,94.65,430.89
2022,20,長野県,E,製造業,～19歳,17.41,4.62,213.54
2022,20,長野県,E,製造業,20～24歳,19.81,53.23,290.95
2022,20,長野県,E,製造業,25～29歳,22.43,68.68,337.84
2022,20,長野県,E,製造業,30～34歳,24.54,80.22,374.7
2022,20,長野県,E,製造業,35～39歳,27.61,96.23,427.55
2022,20,長野県,E,製造業,40～44歳,30.25,106.15,469.15
2022,20,長野県,E,製造業,45～49歳,31.15,112.74,486.54
2022,20,長野県,E,製造業,50～54歳,32.29,120.24,507.72
2022,20,長野県,E,製造業,55～59歳,32.22,114.57,501.21
2022,20,長野県,E,製造業,60～64歳,25.71,73.15,381.67
2022,20,長野県,E,製造業,65～69歳,23.34,61.29,341.37
2022,20,長野県,E,製造業,70歳～,22.78,26.61,299.97
2022,20,長野県,F,電気・ガス・熱供給・水道業,年齢計,37.42,140.7,589.74
2022,20,長野県,F,電気・ガス・熱供給・水道業,～19歳,20.04,50.02,290.5
2022,20,長野県,F,電気・ガス・熱供給・水道業,20～24歳,22.52,69,339.24
2022,20,長野県,F,電気・ガス・熱供給・水道業,25～29歳,28.49,104.4,446.28
2022,20,長野県,F,電気・ガス・熱供給・水道業,30～34歳,27.06,83.56,408.28
2022,20,長野県,F,電気・ガス・熱供給・水道業,35～39歳,39.4,152.02,624.82
2022,20,長野県,F,電気・ガス・熱供給・水道業,40～44歳,37.28,143.98,591.34
2022,20,長野県,F,電気・ガス・熱供給・水道業,45～49歳,43.26,167.14,686.26
2022,20,長野県,F,電気・ガス・熱供給・水道業,50～54歳,47.66,190.7,762.62
2022,20,長野県,F,電気・ガス・熱供給・水道業,55～59歳,44.18,164.03,694.19
2022,20,長野県,F,電気・ガス・熱供給・水道業,60～64歳,27.57,110.91,441.75
2022,20,長野県,F,電気・ガス・熱供給・水道業,65～69歳,26.82,26,347.84
2022,20,長野県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2022,20,長野県,G,情報通信業,年齢計,33.75,121.3,526.3
2022,20,長野県,G,情報通信業,～19歳,-,-,-
2022,20,長野県,G,情報通信業,20～24歳,21.88,32.18,294.74
2022,20,長野県,G,情報通信業,25～29歳,24.52,78.41,372.65
2022,20,長野県,G,情報通信業,30～34歳,26.66,82.01,401.93
2022,20,長野県,G,情報通信業,35～39歳,32.02,110.13,494.37
2022,20,長野県,G,情報通信業,40～44歳,36.1,146.91,580.11
2022,20,長野県,G,情報通信業,45～49歳,38.42,159.09,620.13
2022,20,長野県,G,情報通信業,50～54歳,46.96,193.91,757.43
2022,20,長野県,G,情報通信業,55～59歳,42,170.02,674.02
2022,20,長野県,G,情報通信業,60～64歳,28.01,42.27,378.39
2022,20,長野県,G,情報通信業,65～69歳,25.76,3.54,312.66
2022,20,長野県,G,情報通信業,70歳～,24.11,0,289.32
2022,20,長野県,H,運輸業，郵便業,年齢計,26.79,50.58,372.06
2022,20,長野県,H,運輸業，郵便業,～19歳,20.23,16.61,259.37
2022,20,長野県,H,運輸業，郵便業,20～24歳,22.14,34.51,300.19
2022,20,長野県,H,運輸業，郵便業,25～29歳,24.48,49.27,343.03
2022,20,長野県,H,運輸業，郵便業,30～34歳,26.31,47.52,363.24
2022,20,長野県,H,運輸業，郵便業,35～39歳,26.59,62.45,381.53
2022,20,長野県,H,運輸業，郵便業,40～44歳,31.54,72.45,450.93
2022,20,長野県,H,運輸業，郵便業,45～49歳,29.76,68.46,425.58
2022,20,長野県,H,運輸業，郵便業,50～54歳,26.71,46.78,367.3
2022,20,長野県,H,運輸業，郵便業,55～59歳,27.04,45.34,369.82
2022,20,長野県,H,運輸業，郵便業,60～64歳,23.35,29.49,309.69
2022,20,長野県,H,運輸業，郵便業,65～69歳,22.13,20.03,285.59
2022,20,長野県,H,運輸業，郵便業,70歳～,19.72,4.6,241.24
2022,20,長野県,I,卸売業，小売業,年齢計,27.49,82.81,412.69
2022,20,長野県,I,卸売業，小売業,～19歳,17.71,0,212.52
2022,20,長野県,I,卸売業，小売業,20～24歳,19.51,41.24,275.36
2022,20,長野県,I,卸売業，小売業,25～29歳,22.61,75.35,346.67
2022,20,長野県,I,卸売業，小売業,30～34歳,25.57,83.96,390.8
2022,20,長野県,I,卸売業，小売業,35～39歳,27.35,90.03,418.23
2022,20,長野県,I,卸売業，小売業,40～44歳,29.32,95.11,446.95
2022,20,長野県,I,卸売業，小売業,45～49歳,31.48,106.27,484.03
2022,20,長野県,I,卸売業，小売業,50～54歳,31.85,96.83,479.03
2022,20,長野県,I,卸売業，小売業,55～59歳,31.34,88.76,464.84
2022,20,長野県,I,卸売業，小売業,60～64歳,22.48,54.46,324.22
2022,20,長野県,I,卸売業，小売業,65～69歳,20.5,22.33,268.33
2022,20,長野県,I,卸売業，小売業,70歳～,17.6,28.64,239.84
2022,20,長野県,J,金融業，保険業,年齢計,36.66,124.52,564.44
2022,20,長野県,J,金融業，保険業,～19歳,-,-,-
2022,20,長野県,J,金融業，保険業,20～24歳,20.8,46.76,296.36
2022,20,長野県,J,金融業，保険業,25～29歳,22.71,86.82,359.34
2022,20,長野県,J,金融業，保険業,30～34歳,30.42,101,466.04
2022,20,長野県,J,金融業，保険業,35～39歳,33.86,127.51,533.83
2022,20,長野県,J,金融業，保険業,40～44歳,39.08,142.89,611.85
2022,20,長野県,J,金融業，保険業,45～49歳,38.94,159.13,626.41
2022,20,長野県,J,金融業，保険業,50～54歳,52.64,205.63,837.31
2022,20,長野県,J,金融業，保険業,55～59歳,47.5,127.8,697.8
2022,20,長野県,J,金融業，保険業,60～64歳,31.39,72.63,449.31
2022,20,長野県,J,金融業，保険業,65～69歳,62.7,104.77,857.17
2022,20,長野県,J,金融業，保険業,70歳～,26.53,76.04,394.4
2022,20,長野県,K,不動産業，物品賃貸業,年齢計,29.61,68.11,423.43
2022,20,長野県,K,不動産業，物品賃貸業,～19歳,16.83,5,206.96
2022,20,長野県,K,不動産業，物品賃貸業,20～24歳,20.91,26.72,277.64
2022,20,長野県,K,不動産業，物品賃貸業,25～29歳,23.26,54.45,333.57
2022,20,長野県,K,不動産業，物品賃貸業,30～34歳,26.69,56.86,377.14
2022,20,長野県,K,不動産業，物品賃貸業,35～39歳,29.34,66.25,418.33
2022,20,長野県,K,不動産業，物品賃貸業,40～44歳,30.11,72.08,433.4
2022,20,長野県,K,不動産業，物品賃貸業,45～49歳,33.54,73.87,476.35
2022,20,長野県,K,不動産業，物品賃貸業,50～54歳,31.43,86.93,464.09
2022,20,長野県,K,不動産業，物品賃貸業,55～59歳,32.8,83.25,476.85
2022,20,長野県,K,不動産業，物品賃貸業,60～64歳,29.09,69.17,418.25
2022,20,長野県,K,不動産業，物品賃貸業,65～69歳,26.8,39.96,361.56
2022,20,長野県,K,不動産業，物品賃貸業,70歳～,25.46,23.31,328.83
2022,20,長野県,L,学術研究，専門・技術サービス業,年齢計,34.25,138.31,549.31
2022,20,長野県,L,学術研究，専門・技術サービス業,～19歳,20.44,24.4,269.68
2022,20,長野県,L,学術研究，専門・技術サービス業,20～24歳,21.28,30.04,285.4
2022,20,長野県,L,学術研究，専門・技術サービス業,25～29歳,27.13,91.76,417.32
2022,20,長野県,L,学術研究，専門・技術サービス業,30～34歳,31.53,112.71,491.07
2022,20,長野県,L,学術研究，専門・技術サービス業,35～39歳,35.47,136.23,561.87
2022,20,長野県,L,学術研究，専門・技術サービス業,40～44歳,38.4,188.53,649.33
2022,20,長野県,L,学術研究，専門・技術サービス業,45～49歳,38.09,176.15,633.23
2022,20,長野県,L,学術研究，専門・技術サービス業,50～54歳,40.75,137,626
2022,20,長野県,L,学術研究，専門・技術サービス業,55～59歳,39.59,183.1,658.18
2022,20,長野県,L,学術研究，専門・技術サービス業,60～64歳,25.7,103.45,411.85
2022,20,長野県,L,学術研究，専門・技術サービス業,65～69歳,30.94,45.62,416.9
2022,20,長野県,L,学術研究，専門・技術サービス業,70歳～,-,-,-
2022,20,長野県,M,宿泊業，飲食サービス業,年齢計,24.96,21.12,320.64
2022,20,長野県,M,宿泊業，飲食サービス業,～19歳,19.74,9.99,246.87
2022,20,長野県,M,宿泊業，飲食サービス業,20～24歳,20.3,14.71,258.31
2022,20,長野県,M,宿泊業，飲食サービス業,25～29歳,24.26,28.51,319.63
2022,20,長野県,M,宿泊業，飲食サービス業,30～34歳,23.77,17.8,303.04
2022,20,長野県,M,宿泊業，飲食サービス業,35～39歳,24.4,22.61,315.41
2022,20,長野県,M,宿泊業，飲食サービス業,40～44歳,26.1,29.51,342.71
2022,20,長野県,M,宿泊業，飲食サービス業,45～49歳,28.36,32.6,372.92
2022,20,長野県,M,宿泊業，飲食サービス業,50～54歳,28.64,24.64,368.32
2022,20,長野県,M,宿泊業，飲食サービス業,55～59歳,29.93,16.6,375.76
2022,20,長野県,M,宿泊業，飲食サービス業,60～64歳,23.3,4.77,284.37
2022,20,長野県,M,宿泊業，飲食サービス業,65～69歳,20.53,4.01,250.37
2022,20,長野県,M,宿泊業，飲食サービス業,70歳～,16.95,4.73,208.13
2022,20,長野県,N,生活関連サービス業，娯楽業,年齢計,26.22,33.76,348.4
2022,20,長野県,N,生活関連サービス業，娯楽業,～19歳,18.12,0,217.44
2022,20,長野県,N,生活関連サービス業，娯楽業,20～24歳,19.86,26.84,265.16
2022,20,長野県,N,生活関連サービス業，娯楽業,25～29歳,22.43,26.68,295.84
2022,20,長野県,N,生活関連サービス業，娯楽業,30～34歳,28.11,39.23,376.55
2022,20,長野県,N,生活関連サービス業，娯楽業,35～39歳,28.53,34.96,377.32
2022,20,長野県,N,生活関連サービス業，娯楽業,40～44歳,29.19,50.63,400.91
2022,20,長野県,N,生活関連サービス業，娯楽業,45～49歳,29.61,43.21,398.53
2022,20,長野県,N,生活関連サービス業，娯楽業,50～54歳,28.57,35.78,378.62
2022,20,長野県,N,生活関連サービス業，娯楽業,55～59歳,27.96,27.71,363.23
2022,20,長野県,N,生活関連サービス業，娯楽業,60～64歳,22.56,22.04,292.76
2022,20,長野県,N,生活関連サービス業，娯楽業,65～69歳,19.34,7.86,239.94
2022,20,長野県,N,生活関連サービス業，娯楽業,70歳～,18.87,10.81,237.25
2022,20,長野県,O,教育，学習支援業,年齢計,32.44,94.27,483.55
2022,20,長野県,O,教育，学習支援業,～19歳,-,-,-
2022,20,長野県,O,教育，学習支援業,20～24歳,20.83,29.27,279.23
2022,20,長野県,O,教育，学習支援業,25～29歳,23.71,62.26,346.78
2022,20,長野県,O,教育，学習支援業,30～34歳,27.33,72.12,400.08
2022,20,長野県,O,教育，学習支援業,35～39歳,31.04,82.22,454.7
2022,20,長野県,O,教育，学習支援業,40～44歳,33.68,109.51,513.67
2022,20,長野県,O,教育，学習支援業,45～49歳,36.93,129.21,572.37
2022,20,長野県,O,教育，学習支援業,50～54歳,38.57,133.27,596.11
2022,20,長野県,O,教育，学習支援業,55～59歳,40.41,150.79,635.71
2022,20,長野県,O,教育，学習支援業,60～64歳,37.43,108.98,558.14
2022,20,長野県,O,教育，学習支援業,65～69歳,38.21,61.31,519.83
2022,20,長野県,O,教育，学習支援業,70歳～,40.75,43.5,532.5
2022,20,長野県,P,医療，福祉,年齢計,29.28,58.97,410.33
2022,20,長野県,P,医療，福祉,～19歳,-,-,-
2022,20,長野県,P,医療，福祉,20～24歳,22.13,29.38,294.94
2022,20,長野県,P,医療，福祉,25～29歳,25.75,48.19,357.19
2022,20,長野県,P,医療，福祉,30～34歳,28.52,46.62,388.86
2022,20,長野県,P,医療，福祉,35～39歳,28.36,53.44,393.76
2022,20,長野県,P,医療，福祉,40～44歳,30.99,68.97,440.85
2022,20,長野県,P,医療，福祉,45～49歳,30.2,70.57,432.97
2022,20,長野県,P,医療，福祉,50～54歳,31.93,73.46,456.62
2022,20,長野県,P,医療，福祉,55～59歳,31.75,81.08,462.08
2022,20,長野県,P,医療，福祉,60～64歳,28.58,59.35,402.31
2022,20,長野県,P,医療，福祉,65～69歳,27.64,32.55,364.23
2022,20,長野県,P,医療，福祉,70歳～,76.53,1.32,919.68
2022,20,長野県,Q,複合サービス事業,年齢計,27.69,73.49,405.77
2022,20,長野県,Q,複合サービス事業,～19歳,18.23,35.3,254.06
2022,20,長野県,Q,複合サービス事業,20～24歳,18.52,40.95,263.19
2022,20,長野県,Q,複合サービス事業,25～29歳,21.8,58.11,319.71
2022,20,長野県,Q,複合サービス事業,30～34歳,24.1,68.99,358.19
2022,20,長野県,Q,複合サービス事業,35～39歳,29.12,74.83,424.27
2022,20,長野県,Q,複合サービス事業,40～44歳,31.69,91.09,471.37
2022,20,長野県,Q,複合サービス事業,45～49歳,32.76,94.12,487.24
2022,20,長野県,Q,複合サービス事業,50～54歳,32.2,85.67,472.07
2022,20,長野県,Q,複合サービス事業,55～59歳,30.28,78.77,442.13
2022,20,長野県,Q,複合サービス事業,60～64歳,20.42,45.41,290.45
2022,20,長野県,Q,複合サービス事業,65～69歳,17.29,16.94,224.42
2022,20,長野県,Q,複合サービス事業,70歳～,16.49,7.8,205.68
2022,20,長野県,R,サービス業（他に分類されないもの）,年齢計,24.68,52.97,349.13
2022,20,長野県,R,サービス業（他に分類されないもの）,～19歳,17.52,17.24,227.48
2022,20,長野県,R,サービス業（他に分類されないもの）,20～24歳,20.63,28.73,276.29
2022,20,長野県,R,サービス業（他に分類されないもの）,25～29歳,22.09,56.12,321.2
2022,20,長野県,R,サービス業（他に分類されないもの）,30～34歳,23.93,56.21,343.37
2022,20,長野県,R,サービス業（他に分類されないもの）,35～39歳,25.44,73.31,378.59
2022,20,長野県,R,サービス業（他に分類されないもの）,40～44歳,26.24,62.8,377.68
2022,20,長野県,R,サービス業（他に分類されないもの）,45～49歳,26.37,65.57,382.01
2022,20,長野県,R,サービス業（他に分類されないもの）,50～54歳,27.48,62.25,392.01
2022,20,長野県,R,サービス業（他に分類されないもの）,55～59歳,27.45,55.77,385.17
2022,20,長野県,R,サービス業（他に分類されないもの）,60～64歳,22.22,37.53,304.17
2022,20,長野県,R,サービス業（他に分類されないもの）,65～69歳,18.58,19.15,242.11
2022,20,長野県,R,サービス業（他に分類されないもの）,70歳～,24.1,16.44,305.64
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,年齢計,28.28,21.03,360.39
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,20～24歳,-,-,-
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,25～29歳,23.93,14.55,301.71
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,30～34歳,-,-,-
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,35～39歳,20.44,17.7,262.98
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,40～44歳,30.47,27,392.64
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,45～49歳,27.12,20.25,345.69
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,50～54歳,29.5,19.58,373.58
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,55～59歳,30.02,24.2,384.44
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,60～64歳,29.27,23.13,374.37
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,65～69歳,27.53,22.5,352.86
2022,21,岐阜県,C,鉱業，採石業，砂利採取業,70歳～,25.83,16,325.96
2022,21,岐阜県,D,建設業,年齢計,33.49,107.76,509.64
2022,21,岐阜県,D,建設業,～19歳,19.96,14.36,253.88
2022,21,岐阜県,D,建設業,20～24歳,22.65,51.49,323.29
2022,21,岐阜県,D,建設業,25～29歳,26.37,87.15,403.59
2022,21,岐阜県,D,建設業,30～34歳,29.17,109.97,460.01
2022,21,岐阜県,D,建設業,35～39歳,32.25,112.54,499.54
2022,21,岐阜県,D,建設業,40～44歳,35.94,122.62,553.9
2022,21,岐阜県,D,建設業,45～49歳,38.38,130.15,590.71
2022,21,岐阜県,D,建設業,50～54歳,41.72,151.79,652.43
2022,21,岐阜県,D,建設業,55～59歳,38.44,139,600.28
2022,21,岐阜県,D,建設業,60～64歳,40.7,110.87,599.27
2022,21,岐阜県,D,建設業,65～69歳,31.91,57.23,440.15
2022,21,岐阜県,D,建設業,70歳～,21.83,60.83,322.79
2022,21,岐阜県,E,製造業,年齢計,28.86,95.94,442.26
2022,21,岐阜県,E,製造業,～19歳,17.67,17.71,229.75
2022,21,岐阜県,E,製造業,20～24歳,19.24,54.91,285.79
2022,21,岐阜県,E,製造業,25～29歳,22.59,69.15,340.23
2022,21,岐阜県,E,製造業,30～34歳,25.23,84.65,387.41
2022,21,岐阜県,E,製造業,35～39歳,28.35,93.27,433.47
2022,21,岐阜県,E,製造業,40～44歳,31.02,115.04,487.28
2022,21,岐阜県,E,製造業,45～49歳,34.03,119.55,527.91
2022,21,岐阜県,E,製造業,50～54歳,35.58,120.97,547.93
2022,21,岐阜県,E,製造業,55～59歳,34.5,125.02,539.02
2022,21,岐阜県,E,製造業,60～64歳,25.22,73.77,376.41
2022,21,岐阜県,E,製造業,65～69歳,23.47,37.14,318.78
2022,21,岐阜県,E,製造業,70歳～,21.01,22.19,274.31
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,年齢計,34.9,130.57,549.37
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,～19歳,18.25,34.5,253.5
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,20～24歳,22.2,75.99,342.39
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,25～29歳,27.64,109.07,440.75
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,30～34歳,30.13,94.19,455.75
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,35～39歳,28.43,113.49,454.65
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,40～44歳,33.76,135.25,540.37
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,45～49歳,44.91,171.33,710.25
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,50～54歳,45.3,182.28,725.88
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,55～59歳,41.79,179.21,680.69
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,60～64歳,21.49,52.67,310.55
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,65～69歳,19.4,4.93,237.73
2022,21,岐阜県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2022,21,岐阜県,G,情報通信業,年齢計,30.64,122.99,490.67
2022,21,岐阜県,G,情報通信業,～19歳,19.38,64.35,296.91
2022,21,岐阜県,G,情報通信業,20～24歳,22.1,55.02,320.22
2022,21,岐阜県,G,情報通信業,25～29歳,23.2,85.59,363.99
2022,21,岐阜県,G,情報通信業,30～34歳,26.01,117.33,429.45
2022,21,岐阜県,G,情報通信業,35～39歳,31.99,152.97,536.85
2022,21,岐阜県,G,情報通信業,40～44歳,33.52,148.61,550.85
2022,21,岐阜県,G,情報通信業,45～49歳,34.95,143.06,562.46
2022,21,岐阜県,G,情報通信業,50～54歳,36.38,145.46,582.02
2022,21,岐阜県,G,情報通信業,55～59歳,36.61,139.15,578.47
2022,21,岐阜県,G,情報通信業,60～64歳,28.7,105.44,449.84
2022,21,岐阜県,G,情報通信業,65～69歳,27.39,27.75,356.43
2022,21,岐阜県,G,情報通信業,70歳～,21.96,0,263.52
2022,21,岐阜県,H,運輸業，郵便業,年齢計,28.3,67.35,406.95
2022,21,岐阜県,H,運輸業，郵便業,～19歳,19.15,15.67,245.47
2022,21,岐阜県,H,運輸業，郵便業,20～24歳,22.66,30.82,302.74
2022,21,岐阜県,H,運輸業，郵便業,25～29歳,24.71,72.69,369.21
2022,21,岐阜県,H,運輸業，郵便業,30～34歳,26.25,83.62,398.62
2022,21,岐阜県,H,運輸業，郵便業,35～39歳,28.64,57.18,400.86
2022,21,岐阜県,H,運輸業，郵便業,40～44歳,26.3,73.14,388.74
2022,21,岐阜県,H,運輸業，郵便業,45～49歳,32,77.21,461.21
2022,21,岐阜県,H,運輸業，郵便業,50～54歳,31.24,79.54,454.42
2022,21,岐阜県,H,運輸業，郵便業,55～59歳,30.81,80.83,450.55
2022,21,岐阜県,H,運輸業，郵便業,60～64歳,25.74,50.68,359.56
2022,21,岐阜県,H,運輸業，郵便業,65～69歳,22,26.64,290.64
2022,21,岐阜県,H,運輸業，郵便業,70歳～,16.69,5.15,205.43
2022,21,岐阜県,I,卸売業，小売業,年齢計,26.85,61.72,383.92
2022,21,岐阜県,I,卸売業，小売業,～19歳,16.2,12.91,207.31
2022,21,岐阜県,I,卸売業，小売業,20～24歳,19.62,34.87,270.31
2022,21,岐阜県,I,卸売業，小売業,25～29歳,22.42,54.76,323.8
2022,21,岐阜県,I,卸売業，小売業,30～34歳,26.53,63.89,382.25
2022,21,岐阜県,I,卸売業，小売業,35～39歳,27.14,80.06,405.74
2022,21,岐阜県,I,卸売業，小売業,40～44歳,29.2,65.95,416.35
2022,21,岐阜県,I,卸売業，小売業,45～49歳,30.6,80.46,447.66
2022,21,岐阜県,I,卸売業，小売業,50～54歳,29.38,65,417.56
2022,21,岐阜県,I,卸売業，小売業,55～59歳,31.56,73.31,452.03
2022,21,岐阜県,I,卸売業，小売業,60～64歳,24.87,47.06,345.5
2022,21,岐阜県,I,卸売業，小売業,65～69歳,20.85,27.68,277.88
2022,21,岐阜県,I,卸売業，小売業,70歳～,24.92,14.75,313.79
2022,21,岐阜県,J,金融業，保険業,年齢計,33.58,122.54,525.5
2022,21,岐阜県,J,金融業，保険業,～19歳,18.04,18.99,235.47
2022,21,岐阜県,J,金融業，保険業,20～24歳,20.57,38.67,285.51
2022,21,岐阜県,J,金融業，保険業,25～29歳,23.74,93.1,377.98
2022,21,岐阜県,J,金融業，保険業,30～34歳,32.54,147.62,538.1
2022,21,岐阜県,J,金融業，保険業,35～39歳,31.44,129.59,506.87
2022,21,岐阜県,J,金融業，保険業,40～44歳,36.77,127.51,568.75
2022,21,岐阜県,J,金融業，保険業,45～49歳,40.34,161.86,645.94
2022,21,岐阜県,J,金融業，保険業,50～54歳,39.18,155.65,625.81
2022,21,岐阜県,J,金融業，保険業,55～59歳,37.56,114.95,565.67
2022,21,岐阜県,J,金融業，保険業,60～64歳,29.18,83.7,433.86
2022,21,岐阜県,J,金融業，保険業,65～69歳,34.64,41.88,457.56
2022,21,岐阜県,J,金融業，保険業,70歳～,36.84,75.44,517.52
2022,21,岐阜県,K,不動産業，物品賃貸業,年齢計,28.79,76.84,422.32
2022,21,岐阜県,K,不動産業，物品賃貸業,～19歳,18.24,18.99,237.87
2022,21,岐阜県,K,不動産業，物品賃貸業,20～24歳,21.32,36.49,292.33
2022,21,岐阜県,K,不動産業，物品賃貸業,25～29歳,24.63,54.45,350.01
2022,21,岐阜県,K,不動産業，物品賃貸業,30～34歳,26.51,80.24,398.36
2022,21,岐阜県,K,不動産業，物品賃貸業,35～39歳,28.8,84.31,429.91
2022,21,岐阜県,K,不動産業，物品賃貸業,40～44歳,33.16,96.2,494.12
2022,21,岐阜県,K,不動産業，物品賃貸業,45～49歳,35.84,114.78,544.86
2022,21,岐阜県,K,不動産業，物品賃貸業,50～54歳,32.02,92.68,476.92
2022,21,岐阜県,K,不動産業，物品賃貸業,55～59歳,32.86,98.43,492.75
2022,21,岐阜県,K,不動産業，物品賃貸業,60～64歳,24.65,49.67,345.47
2022,21,岐阜県,K,不動産業，物品賃貸業,65～69歳,23.26,42.77,321.89
2022,21,岐阜県,K,不動産業，物品賃貸業,70歳～,20.38,18.96,263.52
2022,21,岐阜県,L,学術研究，専門・技術サービス業,年齢計,31.39,105.68,482.36
